Training Epoch --- Training Accuracy --- Validation Accuracy --- Validation Loss
1	0.065	0.045	3.963
2	0.132	0.119	3.530
3	0.205	0.172	3.283
4	0.246	0.214	3.149
5	0.284	0.227	3.060
6	0.320	0.239	2.994
7	0.358	0.260	2.935
8	0.401	0.277	2.896
9	0.438	0.285	2.878
10	0.479	0.302	2.879
11	0.525	0.305	2.911
12	0.563	0.302	2.959
13	0.602	0.300	3.025
14	0.637	0.310	3.119
15	0.665	0.298	3.242
16	0.686	0.298	3.384
17	0.709	0.300	3.566
18	0.725	0.289	3.782
19	0.740	0.278	4.029
20	0.740	0.268	4.353
21	0.740	0.248	4.705
22	0.769	0.258	4.947
23	0.796	0.257	5.162
24	0.823	0.271	5.354
25	0.841	0.274	5.609
26	0.885	0.280	5.566
27	0.904	0.282	5.744
28	0.917	0.273	5.847
29	0.916	0.283	6.021
30	0.936	0.278	6.189
31	0.954	0.297	6.023
32	0.920	0.306	6.296
33	0.947	0.279	6.385
34	0.935	0.295	6.740
35	0.980	0.313	6.394
36	0.860	0.257	7.550
37	0.952	0.300	6.979
38	0.971	0.314	6.642
39	0.992	0.319	6.560
40	0.994	0.321	6.586
41	0.949	0.292	6.755
42	0.982	0.311	6.784
43	0.976	0.285	6.887
44	0.988	0.304	6.737
45	0.995	0.311	6.991
46	1.000	0.323	7.011
47	0.865	0.246	8.365
48	0.986	0.304	6.790
49	0.964	0.297	7.241
50	0.988	0.313	7.064
51	0.996	0.303	7.069
52	1.000	0.324	7.084
53	0.925	0.247	7.438
54	0.994	0.280	6.872
55	0.999	0.305	6.797
56	1.000	0.309	6.906
57	1.000	0.310	7.004
58	1.000	0.311	7.102
59	1.000	0.307	7.200
60	1.000	0.306	7.297
61	1.000	0.305	7.396
62	1.000	0.305	7.495
63	1.000	0.304	7.597
64	1.000	0.305	7.699
65	1.000	0.303	7.812
66	1.000	0.304	7.921
67	1.000	0.309	8.037
68	1.000	0.308	8.154
69	1.000	0.307	8.277
70	1.000	0.309	8.403
71	1.000	0.309	8.530
72	1.000	0.308	8.662
73	1.000	0.308	8.795
74	1.000	0.308	8.935
75	1.000	0.310	9.075
76	1.000	0.315	9.218
77	1.000	0.316	9.362
78	1.000	0.318	9.508
79	1.000	0.317	9.655
80	1.000	0.318	9.801
81	1.000	0.317	9.952
82	1.000	0.318	10.100
83	1.000	0.318	10.249
84	1.000	0.318	10.397
85	1.000	0.318	10.548
86	1.000	0.319	10.694
87	1.000	0.319	10.846
88	1.000	0.320	10.994
89	1.000	0.321	11.147
90	1.000	0.320	11.296
91	1.000	0.321	11.446
92	1.000	0.323	11.599
93	1.000	0.323	11.744
94	1.000	0.323	11.895
95	1.000	0.323	12.050
96	1.000	0.323	12.201
97	1.000	0.323	12.354
98	1.000	0.323	12.503
99	1.000	0.323	12.654
100	1.000	0.323	12.813
101	1.000	0.321	12.982
102	1.000	0.323	13.126
103	1.000	0.325	13.320
104	1.000	0.328	13.538
105	1.000	0.326	13.755
106	1.000	0.319	14.012
107	1.000	0.321	14.361
108	0.951	0.283	10.476
109	0.989	0.270	10.148
110	0.998	0.296	9.664
111	1.000	0.298	9.609
112	1.000	0.296	9.616
113	1.000	0.297	9.633
114	1.000	0.297	9.652
115	1.000	0.298	9.673
116	1.000	0.297	9.697
117	1.000	0.301	9.723
118	1.000	0.301	9.753
119	1.000	0.304	9.787
120	1.000	0.303	9.823
121	1.000	0.304	9.863
122	1.000	0.305	9.905
123	1.000	0.304	9.952
124	1.000	0.304	10.003
125	1.000	0.305	10.055
126	1.000	0.306	10.111
127	1.000	0.311	10.169
128	1.000	0.312	10.230
129	1.000	0.312	10.294
130	1.000	0.311	10.360
131	1.000	0.312	10.428
132	1.000	0.312	10.500
