Training Epoch --- Training Accuracy --- Validation Accuracy --- Validation Loss
1	0.107	0.089	3.641
2	0.203	0.188	3.265
3	0.288	0.206	3.054
4	0.355	0.243	2.960
5	0.451	0.264	2.931
6	0.554	0.269	3.052
7	0.640	0.281	3.254
8	0.711	0.290	3.659
9	0.775	0.277	4.222
10	0.778	0.262	4.971
11	0.837	0.275	5.096
12	0.824	0.250	5.711
13	0.872	0.277	5.599
14	0.898	0.276	5.775
15	0.856	0.255	6.320
16	0.908	0.303	6.284
17	0.888	0.229	6.597
18	0.934	0.287	6.749
19	0.909	0.253	7.245
20	0.950	0.287	6.874
21	0.932	0.274	6.992
22	0.945	0.305	6.858
23	0.950	0.269	7.412
24	0.977	0.313	6.739
25	0.963	0.272	6.944
26	0.963	0.284	7.368
27	0.980	0.294	7.457
28	0.981	0.264	7.668
29	0.990	0.266	7.153
30	0.975	0.273	7.533
31	0.969	0.303	8.077
32	0.980	0.293	7.750
33	0.998	0.290	7.832
34	0.984	0.292	8.418
35	0.996	0.293	7.965
36	0.997	0.322	7.790
37	0.950	0.283	8.329
38	0.987	0.289	8.433
39	0.988	0.315	8.603
40	0.986	0.300	8.214
41	0.993	0.274	8.258
42	0.998	0.304	8.145
43	0.983	0.282	8.872
44	0.989	0.270	9.985
45	0.991	0.262	8.924
46	0.996	0.288	9.199
47	0.989	0.292	8.832
48	0.988	0.264	9.347
49	0.998	0.288	8.955
50	0.978	0.273	9.809
51	0.998	0.284	9.537
52	0.984	0.281	10.011
53	0.999	0.300	9.287
54	0.990	0.288	10.601
55	0.999	0.317	9.775
56	0.999	0.280	10.494
57	0.999	0.299	11.047
58	0.989	0.281	10.528
59	1.000	0.312	10.000
60	0.995	0.290	9.479
61	0.997	0.282	9.999
62	0.997	0.283	11.108
63	0.996	0.277	11.091
64	0.998	0.293	10.761
65	0.994	0.298	10.850
66	0.997	0.284	9.952
67	0.998	0.290	10.263
68	0.997	0.292	10.039
69	0.991	0.276	10.449
70	0.989	0.276	10.826
71	0.998	0.271	10.584
72	0.998	0.283	10.460
73	0.990	0.301	10.166
74	0.993	0.281	11.055
75	0.994	0.298	11.049
76	1.000	0.308	10.591
77	0.994	0.291	10.773
78	1.000	0.318	9.953
79	1.000	0.309	10.535
80	0.988	0.276	11.275
81	0.999	0.307	12.598
82	0.995	0.304	11.827
83	0.999	0.320	10.803
84	0.999	0.294	11.063
85	0.993	0.277	11.451
86	1.000	0.305	11.213
87	0.997	0.273	12.014
88	1.000	0.303	11.705
89	0.997	0.309	12.413
90	0.996	0.291	13.072
91	0.993	0.275	12.804
92	0.999	0.299	12.430
93	0.999	0.296	13.277
94	0.997	0.295	12.960
95	0.997	0.327	13.512
96	0.999	0.306	12.648
97	0.994	0.254	12.735
98	0.996	0.310	11.353
99	0.997	0.286	13.308
100	0.989	0.252	14.416
101	0.999	0.291	13.746
102	0.997	0.295	13.903
103	0.996	0.265	14.444
104	0.999	0.285	13.198
105	0.996	0.287	13.923
106	0.999	0.286	13.436
107	0.997	0.270	14.660
108	0.998	0.295	14.298
109	0.999	0.295	13.421
110	1.000	0.296	13.357
111	1.000	0.296	13.370
112	1.000	0.305	13.475
113	1.000	0.309	13.671
114	1.000	0.318	14.011
115	1.000	0.325	14.729
116	1.000	0.324	16.316
117	0.999	0.310	16.020
118	0.997	0.283	18.272
119	1.000	0.301	15.050
120	0.976	0.285	20.652
121	0.999	0.260	15.383
122	0.995	0.274	15.285
123	0.998	0.276	15.245
124	0.999	0.273	16.143
125	0.998	0.281	14.150
126	1.000	0.300	14.561
127	1.000	0.301	14.594
128	1.000	0.301	14.674
129	1.000	0.305	14.884
130	1.000	0.304	15.265
131	1.000	0.304	16.018
132	1.000	0.299	17.893
133	0.996	0.266	18.354
134	0.996	0.272	17.437
