Training Epoch --- Training Accuracy --- Validation Accuracy --- Validation Loss
1	0.036	0.021	4.150
2	0.051	0.047	4.061
3	0.081	0.063	3.877
4	0.116	0.093	3.683
5	0.146	0.111	3.535
6	0.167	0.135	3.433
7	0.193	0.146	3.353
8	0.213	0.166	3.290
9	0.227	0.178	3.239
10	0.241	0.196	3.197
11	0.255	0.207	3.163
12	0.266	0.215	3.133
13	0.275	0.209	3.112
14	0.287	0.213	3.094
15	0.302	0.215	3.087
16	0.318	0.222	3.071
17	0.331	0.235	3.059
18	0.338	0.235	3.050
19	0.353	0.239	3.043
20	0.363	0.239	3.038
21	0.373	0.235	3.034
22	0.383	0.243	3.033
23	0.392	0.246	3.036
24	0.405	0.243	3.039
25	0.415	0.248	3.041
26	0.425	0.249	3.044
27	0.439	0.249	3.051
28	0.449	0.254	3.060
29	0.460	0.254	3.073
30	0.473	0.257	3.088
31	0.486	0.253	3.103
32	0.499	0.247	3.118
33	0.509	0.253	3.139
34	0.520	0.254	3.161
35	0.530	0.257	3.185
36	0.544	0.256	3.211
37	0.552	0.249	3.236
38	0.565	0.249	3.265
39	0.572	0.250	3.297
40	0.587	0.248	3.325
41	0.597	0.249	3.362
42	0.612	0.250	3.394
43	0.625	0.239	3.430
44	0.639	0.243	3.466
45	0.649	0.249	3.512
46	0.664	0.250	3.549
47	0.672	0.250	3.598
48	0.685	0.255	3.645
49	0.693	0.254	3.698
50	0.701	0.244	3.756
51	0.712	0.238	3.817
52	0.724	0.237	3.882
53	0.733	0.234	3.948
54	0.747	0.232	4.013
55	0.759	0.238	4.087
56	0.773	0.240	4.163
57	0.784	0.243	4.245
58	0.796	0.244	4.331
59	0.808	0.244	4.418
60	0.818	0.240	4.508
61	0.829	0.239	4.605
62	0.838	0.241	4.714
63	0.846	0.242	4.824
64	0.853	0.243	4.936
65	0.863	0.241	5.055
66	0.869	0.236	5.185
67	0.874	0.235	5.319
68	0.879	0.228	5.459
69	0.884	0.226	5.617
70	0.887	0.225	5.756
71	0.893	0.219	5.918
72	0.895	0.220	6.087
73	0.903	0.218	6.260
74	0.908	0.218	6.427
75	0.895	0.223	6.600
76	0.907	0.219	6.861
77	0.929	0.215	6.861
78	0.929	0.218	7.012
79	0.921	0.219	7.302
80	0.944	0.219	7.218
81	0.947	0.234	7.288
82	0.955	0.218	7.451
83	0.965	0.218	7.564
84	0.929	0.237	7.797
85	0.958	0.226	7.709
86	0.947	0.239	7.787
87	0.930	0.230	8.049
88	0.969	0.236	8.042
89	0.969	0.251	8.117
90	0.966	0.209	8.100
91	0.974	0.228	8.159
92	0.967	0.234	8.301
93	0.915	0.219	8.843
94	0.951	0.241	8.382
95	0.888	0.220	8.926
96	0.987	0.224	8.385
97	0.989	0.241	8.373
98	0.990	0.245	8.378
99	0.982	0.238	8.484
100	0.993	0.240	8.563
101	0.992	0.222	8.521
102	0.990	0.242	8.561
103	0.984	0.231	8.696
104	0.849	0.211	9.570
105	0.976	0.222	8.901
106	0.891	0.214	9.541
107	0.993	0.241	8.805
108	0.994	0.253	8.849
109	0.993	0.250	8.832
110	0.984	0.239	9.220
111	0.986	0.240	9.004
112	0.973	0.232	9.147
113	0.994	0.245	9.019
114	0.997	0.233	9.009
115	0.981	0.244	9.214
116	0.997	0.249	9.106
117	0.997	0.254	9.114
118	0.977	0.249	9.394
119	0.997	0.254	9.165
120	0.968	0.234	9.581
121	0.995	0.247	9.213
122	0.994	0.232	9.617
123	0.956	0.222	9.955
124	0.983	0.230	9.449
125	0.995	0.255	9.285
126	0.998	0.241	9.463
127	0.985	0.219	9.716
128	0.941	0.218	10.099
129	0.972	0.251	10.071
130	0.987	0.233	9.759
131	1.000	0.249	9.422
132	0.999	0.247	9.573
133	0.993	0.240	9.740
134	0.998	0.256	9.588
135	0.998	0.255	9.737
136	0.980	0.244	9.991
137	0.998	0.251	9.641
138	0.986	0.248	9.825
139	0.998	0.247	9.847
140	0.999	0.258	9.691
141	0.998	0.247	9.718
142	0.999	0.255	9.737
143	0.997	0.242	9.950
