Training Epoch --- Training Accuracy --- Validation Accuracy --- Validation Loss
1	0.020	0.017	4.164
2	0.032	0.017	4.159
3	0.037	0.022	4.152
4	0.040	0.029	4.142
5	0.043	0.023	4.121
6	0.046	0.021	4.089
7	0.056	0.048	4.047
8	0.065	0.051	3.989
9	0.078	0.067	3.920
10	0.089	0.083	3.851
11	0.106	0.087	3.783
12	0.117	0.087	3.713
13	0.126	0.109	3.644
14	0.140	0.120	3.587
15	0.154	0.135	3.538
16	0.168	0.141	3.494
17	0.176	0.146	3.454
18	0.181	0.155	3.420
19	0.184	0.168	3.391
20	0.189	0.174	3.364
21	0.197	0.181	3.339
22	0.203	0.181	3.317
23	0.207	0.193	3.296
24	0.211	0.193	3.278
25	0.217	0.197	3.259
26	0.223	0.206	3.242
27	0.227	0.203	3.227
28	0.232	0.209	3.212
29	0.237	0.208	3.199
30	0.240	0.208	3.186
31	0.245	0.216	3.173
32	0.250	0.214	3.163
33	0.256	0.221	3.153
34	0.260	0.228	3.142
35	0.265	0.224	3.132
36	0.270	0.224	3.122
37	0.273	0.231	3.114
38	0.278	0.229	3.105
39	0.281	0.235	3.097
40	0.285	0.240	3.088
41	0.288	0.239	3.080
42	0.292	0.242	3.073
43	0.298	0.243	3.066
44	0.302	0.246	3.060
45	0.307	0.247	3.053
46	0.310	0.251	3.048
47	0.313	0.251	3.042
48	0.316	0.251	3.037
49	0.320	0.255	3.032
50	0.325	0.253	3.026
51	0.328	0.251	3.022
52	0.332	0.251	3.018
53	0.336	0.252	3.013
54	0.339	0.253	3.009
55	0.341	0.251	3.005
56	0.346	0.251	3.001
57	0.351	0.254	2.998
58	0.352	0.260	2.995
59	0.357	0.259	2.991
60	0.359	0.259	2.988
61	0.363	0.259	2.985
62	0.364	0.258	2.982
63	0.369	0.260	2.980
64	0.372	0.260	2.977
65	0.375	0.262	2.975
66	0.379	0.262	2.972
67	0.382	0.262	2.971
68	0.385	0.264	2.969
69	0.387	0.265	2.968
70	0.392	0.264	2.966
71	0.397	0.264	2.965
72	0.402	0.263	2.964
73	0.405	0.262	2.962
74	0.405	0.264	2.962
75	0.409	0.264	2.962
76	0.412	0.264	2.961
77	0.416	0.266	2.960
78	0.418	0.267	2.961
79	0.420	0.263	2.963
80	0.422	0.263	2.962
81	0.425	0.264	2.963
82	0.426	0.264	2.963
83	0.429	0.263	2.964
84	0.432	0.261	2.964
85	0.435	0.265	2.965
86	0.439	0.260	2.967
87	0.443	0.260	2.967
88	0.447	0.259	2.968
89	0.450	0.261	2.970
90	0.455	0.264	2.971
91	0.456	0.263	2.973
92	0.458	0.264	2.974
93	0.461	0.262	2.976
