Training Epoch --- Training Accuracy --- Validation Accuracy --- Validation Loss
1	0.031	0.026	4.113
2	0.101	0.094	3.701
3	0.161	0.130	3.403
4	0.214	0.166	3.226
5	0.247	0.196	3.144
6	0.277	0.214	3.086
7	0.305	0.227	3.045
8	0.333	0.241	2.999
9	0.364	0.252	2.969
10	0.394	0.266	2.955
11	0.420	0.272	2.943
12	0.453	0.287	2.951
13	0.480	0.289	2.956
14	0.516	0.283	2.967
15	0.553	0.277	2.997
16	0.588	0.272	3.042
17	0.612	0.278	3.105
18	0.644	0.289	3.171
19	0.676	0.282	3.262
20	0.703	0.278	3.361
21	0.730	0.275	3.483
22	0.751	0.259	3.630
23	0.772	0.253	3.766
24	0.793	0.255	3.906
25	0.818	0.263	4.063
26	0.838	0.263	4.240
27	0.854	0.257	4.449
28	0.869	0.262	4.654
29	0.882	0.254	4.879
30	0.896	0.245	5.121
31	0.899	0.245	5.348
32	0.904	0.251	5.548
33	0.914	0.250	5.745
34	0.919	0.261	5.927
35	0.916	0.277	6.016
36	0.920	0.252	6.266
37	0.942	0.261	6.262
38	0.947	0.248	6.411
39	0.942	0.251	6.530
40	0.955	0.264	6.503
41	0.944	0.265	6.806
42	0.920	0.272	6.818
43	0.969	0.266	6.756
44	0.949	0.257	6.883
45	0.908	0.239	7.345
46	0.935	0.266	7.053
47	0.967	0.282	6.937
48	0.927	0.260	7.574
49	0.943	0.261	7.262
50	0.977	0.292	7.085
51	0.966	0.276	7.157
52	0.986	0.290	7.127
53	0.996	0.287	7.131
54	0.997	0.283	7.181
55	0.997	0.285	7.221
56	0.997	0.293	7.309
57	0.997	0.278	7.354
58	0.855	0.234	7.655
59	0.982	0.279	7.137
60	0.981	0.270	7.148
61	0.997	0.275	7.088
62	0.992	0.262	7.302
63	0.998	0.276	7.263
64	0.997	0.284	7.321
65	0.997	0.287	7.403
66	0.998	0.276	7.461
67	0.998	0.280	7.524
68	0.998	0.282	7.592
69	0.998	0.282	7.662
70	0.998	0.282	7.728
71	0.998	0.282	7.793
72	0.998	0.284	7.857
73	0.998	0.281	7.921
74	0.998	0.282	7.986
75	0.998	0.282	8.051
76	0.998	0.282	8.116
77	0.998	0.282	8.183
78	0.998	0.283	8.248
79	0.998	0.283	8.316
80	0.998	0.283	8.385
81	0.998	0.283	8.455
82	0.998	0.286	8.522
83	0.998	0.286	8.594
84	0.998	0.285	8.664
85	0.998	0.285	8.736
86	0.998	0.285	8.808
87	0.998	0.285	8.881
88	0.998	0.284	8.955
89	0.998	0.285	9.030
90	0.998	0.284	9.104
91	0.998	0.284	9.180
92	0.998	0.289	9.257
93	0.998	0.288	9.334
94	0.998	0.288	9.411
95	0.998	0.290	9.489
96	0.998	0.290	9.567
97	0.998	0.291	9.646
98	0.998	0.292	9.727
99	0.998	0.291	9.807
100	0.998	0.292	9.889
101	0.998	0.293	9.969
102	0.998	0.293	10.052
103	0.998	0.293	10.134
104	0.998	0.292	10.217
105	0.998	0.292	10.300
106	0.998	0.292	10.384
107	0.998	0.292	10.467
108	0.998	0.292	10.552
109	0.998	0.292	10.635
110	0.998	0.293	10.721
111	0.998	0.291	10.803
112	0.998	0.293	10.891
113	0.998	0.296	10.973
114	0.998	0.295	11.061
115	0.998	0.295	11.145
116	0.998	0.295	11.231
117	0.998	0.295	11.315
118	0.998	0.295	11.402
119	0.998	0.289	11.490
120	0.998	0.289	11.573
121	0.998	0.289	11.660
122	0.998	0.289	11.745
123	0.998	0.288	11.832
124	0.998	0.288	11.915
125	0.998	0.289	12.001
126	0.998	0.289	12.088
127	0.998	0.289	12.176
128	0.998	0.289	12.255
129	0.998	0.288	12.342
130	0.998	0.288	12.428
131	0.998	0.288	12.515
132	0.998	0.288	12.598
133	0.998	0.288	12.682
134	0.998	0.288	12.771
135	0.998	0.288	12.855
136	0.998	0.288	12.941
137	0.998	0.288	13.025
138	0.998	0.288	13.106
139	0.998	0.289	13.193
140	0.998	0.288	13.275
141	0.998	0.294	13.357
142	0.998	0.294	13.441
143	0.998	0.294	13.521
144	0.998	0.293	13.600
145	0.998	0.293	13.683
146	0.998	0.292	13.765
147	0.998	0.286	13.849
148	0.998	0.287	13.926
149	0.998	0.287	14.006
150	0.998	0.287	14.085
151	0.998	0.286	14.170
152	0.998	0.286	14.257
153	0.998	0.287	14.328
154	0.998	0.287	14.416
155	0.998	0.287	14.498
156	0.998	0.287	14.603
157	0.998	0.287	14.678
158	0.998	0.285	14.767
159	0.998	0.288	14.866
160	0.998	0.287	14.969
161	0.998	0.286	15.107
162	0.998	0.283	15.239
163	0.998	0.279	15.397
164	0.998	0.282	15.575
165	0.561	0.175	20.489
166	0.965	0.254	11.872
167	0.994	0.276	11.041
168	0.998	0.252	11.035
169	0.997	0.260	11.109
170	0.998	0.274	10.856
171	0.998	0.274	10.863
172	0.998	0.274	10.886
173	0.998	0.274	10.906
174	0.998	0.274	10.925
175	0.998	0.276	10.944
176	0.998	0.276	10.963
177	0.998	0.272	10.983
