Training Epoch --- Training Accuracy --- Validation Accuracy --- Validation Loss
1	0.017	0.017	4.176
2	0.023	0.015	4.173
3	0.042	0.051	4.030
4	0.067	0.036	3.818
5	0.079	0.062	3.704
6	0.089	0.060	3.681
7	0.104	0.069	3.634
8	0.116	0.079	3.582
9	0.128	0.108	3.488
10	0.155	0.099	3.385
11	0.163	0.106	3.424
12	0.179	0.125	3.329
13	0.188	0.120	3.307
14	0.194	0.115	3.236
15	0.219	0.157	3.223
16	0.219	0.158	3.208
17	0.243	0.184	3.050
18	0.244	0.204	3.149
19	0.270	0.191	3.080
20	0.271	0.205	3.084
21	0.285	0.193	3.038
22	0.271	0.194	3.029
23	0.294	0.198	3.008
24	0.310	0.237	2.886
25	0.314	0.229	2.915
26	0.332	0.205	2.988
27	0.347	0.229	2.949
28	0.347	0.224	2.965
29	0.362	0.223	2.897
30	0.361	0.243	2.933
31	0.373	0.228	2.980
32	0.385	0.249	2.850
33	0.388	0.256	2.882
34	0.410	0.241	2.887
35	0.404	0.260	2.900
36	0.420	0.229	2.922
37	0.432	0.271	2.863
38	0.451	0.262	2.855
39	0.455	0.251	2.810
40	0.484	0.270	2.874
41	0.493	0.262	2.838
42	0.495	0.263	2.894
43	0.497	0.286	2.906
44	0.526	0.276	2.817
45	0.535	0.285	2.882
46	0.550	0.282	2.902
47	0.550	0.299	2.828
48	0.583	0.258	3.115
49	0.583	0.265	2.899
50	0.604	0.266	2.947
